"","Year","Taxon","Term","Unit","Exporter","Purpose","Source","Reporter.type","Volume"
"15924",2004,"Python curtus","live",NA,"CH","BLANK","F","E",4
"15925",2004,"Python curtus","live",NA,"CH","Z","C","I",4
"15926",2004,"Python curtus","live",NA,"CZ","T","C","E",8
"15927",2004,"Python curtus","live",NA,"CZ","T","C","I",8
"15928",2004,"Python curtus","live",NA,"ID","T","F","E",1957
"15929",2004,"Python curtus","live",NA,"ID","T","F","I",1266
"15930",2004,"Python curtus","live",NA,"ID","T","W","E",191
"15931",2004,"Python curtus","live",NA,"ID","T","W","I",2823
"15932",2004,"Python curtus","live",NA,"MY","T","W","I",2
"15933",2004,"Python curtus","live",NA,"US","T","C","E",94
"15934",2004,"Python curtus","live",NA,"US","T","C","I",44
"15935",2004,"Python curtus","live",NA,"US","Z","C","I",2
"15936",2004,"Python regius","live",NA,"BJ","BLANK","I","I",194
"15937",2004,"Python regius","live",NA,"BJ","T","R","E",49047
"15938",2004,"Python regius","live",NA,"BJ","T","R","I",35446
"15939",2004,"Python regius","live",NA,"BJ","T","W","I",3725
"15940",2004,"Python regius","live",NA,"CA","B","C","E",11
"15941",2004,"Python regius","live",NA,"CA","B","C","I",15
"15942",2004,"Python regius","live",NA,"CA","E","C","E",10
"15943",2004,"Python regius","live",NA,"CA","P","C","E",87
"15944",2004,"Python regius","live",NA,"CA","P","C","I",3
"15945",2004,"Python regius","live",NA,"CA","P","U","E",1
"15946",2004,"Python regius","live",NA,"CA","P","U","I",1
"15947",2004,"Python regius","live",NA,"CA","T","C","E",128
"15948",2004,"Python regius","live",NA,"CA","T","C","I",79
"15949",2004,"Python regius","live",NA,"CA","T","R","I",8
"15950",2004,"Python regius","live",NA,"CH","Q","C","I",2
"15951",2004,"Python regius","live",NA,"CZ","Z","C","E",2
"15952",2004,"Python regius","live",NA,"GB","T","C","E",5
"15953",2004,"Python regius","live",NA,"GB","T","C","I",5
"15954",2004,"Python regius","live",NA,"GH","B","C","I",510
"15955",2004,"Python regius","live",NA,"GH","BLANK","I","I",500
"15956",2004,"Python regius","live",NA,"GH","T","R","E",55530
"15957",2004,"Python regius","live",NA,"GH","T","R","I",47357
"15958",2004,"Python regius","live",NA,"GH","T","W","E",6151
"15959",2004,"Python regius","live",NA,"GH","T","W","I",5705
"15960",2004,"Python regius","live",NA,"JP","T","C","E",9
"15961",2004,"Python regius","live",NA,"JP","T","C","I",12
"15962",2004,"Python regius","live",NA,"NE","T","R","E",3400
"15963",2004,"Python regius","live",NA,"NE","T","R","I",1450
"15964",2004,"Python regius","live",NA,"SE","T","C","E",22
"15965",2004,"Python regius","live",NA,"SE","T","C","I",15
"15966",2004,"Python regius","live",NA,"SE","Z","C","I",7
"15967",2004,"Python regius","live",NA,"TG","T","R","E",52674
"15968",2004,"Python regius","live",NA,"TG","T","R","I",44983
"15969",2004,"Python regius","live",NA,"TG","T","W","E",710
"15970",2004,"Python regius","live",NA,"TG","T","W","I",2453
"15971",2004,"Python regius","live",NA,"US","B","C","E",69
"15972",2004,"Python regius","live",NA,"US","B","C","I",13
"15973",2004,"Python regius","live",NA,"US","P","C","E",7
"15974",2004,"Python regius","live",NA,"US","P","C","I",10
"15975",2004,"Python regius","live",NA,"US","P","F","E",2
"15976",2004,"Python regius","live",NA,"US","P","F","I",3
"15977",2004,"Python regius","live",NA,"US","T","C","E",650
"15978",2004,"Python regius","live",NA,"US","T","C","I",553
"15979",2004,"Python regius","live",NA,"ZA","Q","C","E",1
"15980",2004,"Python sebae","live",NA,"BJ","T","R","E",330
"15981",2004,"Python sebae","live",NA,"BJ","T","R","I",355
"15982",2004,"Python sebae","live",NA,"CA","T","C","E",6
"15983",2004,"Python sebae","live",NA,"CA","T","C","I",6
"15984",2004,"Python sebae","live",NA,"GH","T","R","E",539
"15985",2004,"Python sebae","live",NA,"GH","T","R","I",437
"15986",2004,"Python sebae","live",NA,"GH","T","W","E",85
"15987",2004,"Python sebae","live",NA,"GH","T","W","I",240
"15988",2004,"Python sebae","live",NA,"ML","T","W","E",1
"15989",2004,"Python sebae","live",NA,"SD","Z","W","I",6
"15990",2004,"Python sebae","live",NA,"SN","T","W","I",49
"15991",2004,"Python sebae","live",NA,"TG","T","R","E",516
"15992",2004,"Python sebae","live",NA,"TG","T","R","I",511
"15993",2004,"Python sebae","live",NA,"TG","T","W","E",115
"15994",2004,"Python sebae","live",NA,"TZ","Q","W","E",1
"15995",2004,"Python sebae","live",NA,"TZ","T","W","E",66
"15996",2004,"Python sebae","live",NA,"TZ","T","W","I",29
"15997",2004,"Python sebae","live",NA,"US","Q","C","E",1
"15998",2004,"Python sebae","live",NA,"US","T","C","E",4
"15999",2004,"Python sebae","live",NA,"US","T","C","I",4
"16000",2004,"Python sebae","live",NA,"XX","BLANK","I","I",1
"16001",2004,"Python sebae","live",NA,"ZA","Q","C","I",1
"16002",2004,"Pyxis arachnoides","live",NA,"CZ","T","F","E",15
"16003",2004,"Pyxis arachnoides","live",NA,"LB","T","C","I",300
"16004",2004,"Pyxis arachnoides","live",NA,"MQ","P","C","I",2
"16005",2004,"Pyxis arachnoides","live",NA,"MU","P","C","E",2
"16006",2004,"Rhampholeon spinosus","live",NA,"TZ","T","F","E",2
"16007",2004,"Rhampholeon spinosus","live",NA,"TZ","T","F","I",8
"16008",2004,"Salvator merianae","live",NA,"AR","T","C","E",275
"16009",2004,"Salvator merianae","live",NA,"AR","T","C","I",154
"16010",2004,"Salvator merianae","live",NA,"CO","T","C","I",1099
"16011",2004,"Salvator merianae","live",NA,"SV","T","C","I",1
"16012",2004,"Salvator merianae","live",NA,"US","E","C","I",4
"16013",2004,"Salvator merianae","live",NA,"US","T","C","E",270
"16014",2004,"Salvator merianae","live",NA,"US","T","C","I",270
"16015",2004,"Salvator merianae","live",NA,"US","T","F","E",40
"16016",2004,"Salvator merianae","live",NA,"US","T","F","I",40
"16017",2004,"Salvator merianae","live",NA,"US","Z","C","E",4
"16018",2004,"Salvator rufescens","live",NA,"AR","T","C","E",209
"16019",2004,"Salvator rufescens","live",NA,"AR","T","C","I",159
"16020",2004,"Siebenrockiella crassicollis","live",NA,"HK","B","I","I",10
"16021",2004,"Siebenrockiella crassicollis","live",NA,"ID","T","W","E",3737
"16022",2004,"Siebenrockiella crassicollis","live",NA,"ID","T","W","I",6089
"16023",2004,"Siebenrockiella crassicollis","live",NA,"MY","P","W","I",20
"16024",2004,"Siebenrockiella crassicollis","live",NA,"MY","T","W","E",10450
"16025",2004,"Siebenrockiella crassicollis","live",NA,"MY","T","W","I",19950
"16026",2004,"Smaug mossambicus","live",NA,"MZ","T","W","E",690
"16027",2004,"Smaug mossambicus","live",NA,"MZ","T","W","I",50
"16028",2004,"Smaug warreni","live",NA,"MZ","T","W","E",126
"16029",2004,"Smaug warreni","live",NA,"MZ","T","W","I",8
"16030",2004,"Stigmochelys pardalis","live",NA,"BI","T","R","E",80
"16031",2004,"Stigmochelys pardalis","live",NA,"BI","T","R","I",80
"16032",2004,"Stigmochelys pardalis","live",NA,"ET","T","W","E",397
"16033",2004,"Stigmochelys pardalis","live",NA,"ET","T","W","I",82
"16034",2004,"Stigmochelys pardalis","live",NA,"JP","Z","F","E",5
"16035",2004,"Stigmochelys pardalis","live",NA,"KE","T","R","E",100
"16036",2004,"Stigmochelys pardalis","live",NA,"KE","T","R","I",200
"16037",2004,"Stigmochelys pardalis","live",NA,"MZ","T","C","E",500
"16038",2004,"Stigmochelys pardalis","live",NA,"MZ","T","R","E",200
"16039",2004,"Stigmochelys pardalis","live",NA,"MZ","T","W","E",265
"16040",2004,"Stigmochelys pardalis","live",NA,"MZ","T","W","I",30
"16041",2004,"Stigmochelys pardalis","live",NA,"NA","P","W","E",2
"16042",2004,"Stigmochelys pardalis","live",NA,"SD","T","W","E",193
"16043",2004,"Stigmochelys pardalis","live",NA,"SD","T","W","I",270
"16044",2004,"Stigmochelys pardalis","live",NA,"SV","T","C","E",2998
"16045",2004,"Stigmochelys pardalis","live",NA,"SV","T","C","I",248
"16046",2004,"Stigmochelys pardalis","live",NA,"SV","T","F","I",400
"16047",2004,"Stigmochelys pardalis","live",NA,"TH","T","F","I",10
"16048",2004,"Stigmochelys pardalis","live",NA,"TZ","P","F","I",6
"16049",2004,"Stigmochelys pardalis","live",NA,"TZ","T","F","E",1670
"16050",2004,"Stigmochelys pardalis","live",NA,"TZ","T","F","I",2282
"16051",2004,"Stigmochelys pardalis","live",NA,"TZ","T","W","I",200
"16052",2004,"Stigmochelys pardalis","live",NA,"UG","T","C","E",134
"16053",2004,"Stigmochelys pardalis","live",NA,"UG","T","W","E",2161
"16054",2004,"Stigmochelys pardalis","live",NA,"UG","T","W","I",1830
"16055",2004,"Stigmochelys pardalis","live",NA,"UG","Z","W","I",4
"16056",2004,"Stigmochelys pardalis","live",NA,"US","S","C","E",6
"16057",2004,"Stigmochelys pardalis","live",NA,"US","T","F","E",18
"16058",2004,"Stigmochelys pardalis","live",NA,"US","T","F","I",12
"16059",2004,"Stigmochelys pardalis","live",NA,"ZA","Q","C","I",3
"16060",2004,"Stigmochelys pardalis","live",NA,"ZA","T","C","E",60
"16061",2004,"Stigmochelys pardalis","live",NA,"ZA","T","F","E",100
"16062",2004,"Stigmochelys pardalis","live",NA,"ZA","T","F","I",100
"16063",2004,"Stigmochelys pardalis","live",NA,"ZA","T","W","E",45
"16064",2004,"Stigmochelys pardalis","live",NA,"ZA","T","W","I",20
"16065",2004,"Stigmochelys pardalis","live",NA,"ZM","BLANK","BLANK","E",2350
"16066",2004,"Stigmochelys pardalis","live",NA,"ZM","T","C","I",268
"16067",2004,"Stigmochelys pardalis","live",NA,"ZM","T","F","I",1950
"16068",2004,"Testudo graeca","live",NA,"AE","P","C","E",2
"16069",2004,"Testudo graeca","live",NA,"AU","E","C","E",1
"16070",2004,"Testudo graeca","live",NA,"AU","Z","C","I",1
"16071",2004,"Testudo graeca","live",NA,"AZ","S","W","E",10
"16072",2004,"Testudo graeca","live",NA,"AZ","S","W","I",10
"16073",2004,"Testudo graeca","live",NA,"CH","BLANK","C","E",30
"16074",2004,"Testudo graeca","live",NA,"CH","BLANK","F","E",1
"16075",2004,"Testudo graeca","live",NA,"CH","T","C","I",30
"16076",2004,"Testudo graeca","live",NA,"CY","BLANK","I","I",4
"16077",2004,"Testudo graeca","live",NA,"EG","BLANK","I","I",2
"16078",2004,"Testudo graeca","live",NA,"GB","P","C","I",3
"16079",2004,"Testudo graeca","live",NA,"GG","P","C","E",2
"16080",2004,"Testudo graeca","live",NA,"GG","P","C","I",2
"16081",2004,"Testudo graeca","live",NA,"HU","T","F","E",11
"16082",2004,"Testudo graeca","live",NA,"HU","T","F","I",11
"16083",2004,"Testudo graeca","live",NA,"IL","S","W","E",2
"16084",2004,"Testudo graeca","live",NA,"IR","P","C","I",7
"16085",2004,"Testudo graeca","live",NA,"IR","P","W","E",7
"16086",2004,"Testudo graeca","live",NA,"IR","S","U","E",6
"16087",2004,"Testudo graeca","live",NA,"JE","P","C","E",1
"16088",2004,"Testudo graeca","live",NA,"JO","P","BLANK","E",1
"16089",2004,"Testudo graeca","live",NA,"JO","P","W","E",1
"16090",2004,"Testudo graeca","live",NA,"JO","T","C","E",9320
"16091",2004,"Testudo graeca","live",NA,"JO","T","C","I",3615
"16092",2004,"Testudo graeca","live",NA,"JO","T","W","I",200
"16093",2004,"Testudo graeca","live",NA,"LB","BLANK","I","I",1
"16094",2004,"Testudo graeca","live",NA,"LB","T","C","I",300
"16095",2004,"Testudo graeca","live",NA,"LB","T","W","I",5208
"16096",2004,"Testudo graeca","live",NA,"MA","P","C","E",4
"16097",2004,"Testudo graeca","live",NA,"MA","P","F","E",2
"16098",2004,"Testudo graeca","live",NA,"SA","BLANK","I","I",3
"16099",2004,"Testudo graeca","live",NA,"SA","P","C","E",16
"16100",2004,"Testudo graeca","live",NA,"SA","P","F","E",5
"16101",2004,"Testudo graeca","live",NA,"SA","P","F","I",2
"16102",2004,"Testudo graeca","live",NA,"SY","BLANK","I","I",1
"16103",2004,"Testudo graeca","live",NA,"TN","BLANK","I","I",3
"16104",2004,"Testudo graeca","live",NA,"TR","BLANK","I","I",3
"16105",2004,"Testudo graeca","live",NA,"TR","T","C","E",2050
"16106",2004,"Testudo graeca","live",NA,"TR","T","C","I",1400
"16107",2004,"Testudo graeca","live",NA,"UA","T","C","E",1624
"16108",2004,"Testudo graeca","live",NA,"UA","T","C","I",1000
"16109",2004,"Testudo graeca","live",NA,"UA","T","F","E",100
"16110",2004,"Testudo graeca","live",NA,"XX","BLANK","I","I",6
"16111",2004,"Testudo horsfieldii","live",NA,"AF","T","W","I",1000
"16112",2004,"Testudo horsfieldii","live",NA,"BG","T","F","E",107
"16113",2004,"Testudo horsfieldii","live",NA,"GB","P","C","I",1
"16114",2004,"Testudo horsfieldii","live",NA,"IR","S","U","E",1
"16115",2004,"Testudo horsfieldii","live",NA,"RU","P","W","I",1
"16116",2004,"Testudo horsfieldii","live",NA,"UA","BLANK","I","I",514
"16117",2004,"Testudo horsfieldii","live",NA,"UA","T","C","E",441
"16118",2004,"Testudo horsfieldii","live",NA,"UA","T","C","I",233
"16119",2004,"Testudo horsfieldii","live",NA,"UA","T","F","E",5298
"16120",2004,"Testudo horsfieldii","live",NA,"UA","T","F","I",3775
"16121",2004,"Testudo horsfieldii","live",NA,"UA","T","I","E",530
"16122",2004,"Testudo horsfieldii","live",NA,"UA","T","I","I",500
"16123",2004,"Testudo horsfieldii","live",NA,"UA","T","W","E",500
"16124",2004,"Testudo horsfieldii","live",NA,"UA","T","W","I",1548
"16125",2004,"Testudo horsfieldii","live",NA,"US","P","F","E",3
"16126",2004,"Testudo horsfieldii","live",NA,"US","P","F","I",4
"16127",2004,"Testudo horsfieldii","live",NA,"UZ","T","R","E",8150
"16128",2004,"Testudo horsfieldii","live",NA,"UZ","T","R","I",6000
"16129",2004,"Testudo horsfieldii","live",NA,"UZ","T","W","E",22300
"16130",2004,"Testudo horsfieldii","live",NA,"UZ","T","W","I",22300
"16131",2004,"Trioceros bitaeniatus","live",NA,"TZ","T","F","I",80
"16132",2004,"Trioceros bitaeniatus","live",NA,"TZ","T","W","E",565
"16133",2004,"Trioceros bitaeniatus","live",NA,"TZ","T","W","I",1356
"16134",2004,"Trioceros bitaeniatus","live",NA,"UG","T","C","E",35
"16135",2004,"Trioceros bitaeniatus","live",NA,"UG","T","W","E",1721
"16136",2004,"Trioceros bitaeniatus","live",NA,"UG","T","W","I",451
"16137",2004,"Trioceros cristatus","live",NA,"CM","T","W","E",255
"16138",2004,"Trioceros cristatus","live",NA,"CM","T","W","I",150
"16139",2004,"Trioceros cristatus","live",NA,"GN","T","W","I",30
"16140",2004,"Trioceros cristatus","live",NA,"GQ","T","W","I",170
"16141",2004,"Trioceros deremensis","live",NA,"TZ","B","C","I",12
"16142",2004,"Trioceros deremensis","live",NA,"TZ","T","F","E",17
"16143",2004,"Trioceros deremensis","live",NA,"TZ","T","F","I",97
"16144",2004,"Trioceros deremensis","live",NA,"TZ","T","W","E",426
"16145",2004,"Trioceros deremensis","live",NA,"TZ","T","W","I",632
"16146",2004,"Trioceros ellioti","live",NA,"BI","T","W","E",320
"16147",2004,"Trioceros ellioti","live",NA,"BI","T","W","I",200
"16148",2004,"Trioceros ellioti","live",NA,"UG","T","C","E",40
"16149",2004,"Trioceros ellioti","live",NA,"UG","T","W","E",2165
"16150",2004,"Trioceros ellioti","live",NA,"UG","T","W","I",623
"16151",2004,"Trioceros fuelleborni","live",NA,"TZ","B","C","I",14
"16152",2004,"Trioceros fuelleborni","live",NA,"TZ","T","BLANK","E",6
"16153",2004,"Trioceros fuelleborni","live",NA,"TZ","T","F","I",61
"16154",2004,"Trioceros fuelleborni","live",NA,"TZ","T","W","E",192
"16155",2004,"Trioceros fuelleborni","live",NA,"TZ","T","W","I",662
"16156",2004,"Trioceros fuelleborni","live",NA,"US","BLANK","I","I",7
"16157",2004,"Trioceros goetzei","live",NA,"TZ","T","F","I",8
"16158",2004,"Trioceros incornutus","live",NA,"TZ","T","F","E",12
"16159",2004,"Trioceros incornutus","live",NA,"TZ","T","F","I",15
"16160",2004,"Trioceros jacksonii","live",NA,"DE","P","C","E",2
"16161",2004,"Trioceros jacksonii","live",NA,"DE","P","C","I",2
"16162",2004,"Trioceros jacksonii","live",NA,"KE","T","C","E",100
"16163",2004,"Trioceros jacksonii","live",NA,"SE","T","C","E",2
"16164",2004,"Trioceros jacksonii","live",NA,"SE","Z","C","I",2
"16165",2004,"Trioceros jacksonii","live",NA,"TZ","B","C","I",14
"16166",2004,"Trioceros jacksonii","live",NA,"TZ","BLANK","I","I",1
"16167",2004,"Trioceros jacksonii","live",NA,"TZ","T","F","E",20
"16168",2004,"Trioceros jacksonii","live",NA,"TZ","T","F","I",122
"16169",2004,"Trioceros jacksonii","live",NA,"TZ","T","W","E",501
"16170",2004,"Trioceros jacksonii","live",NA,"TZ","T","W","I",803
"16171",2004,"Trioceros johnstoni","live",NA,"BI","T","W","E",550
"16172",2004,"Trioceros johnstoni","live",NA,"BI","T","W","I",200
"16173",2004,"Trioceros johnstoni","live",NA,"UG","T","C","E",85
"16174",2004,"Trioceros johnstoni","live",NA,"UG","T","W","E",2051
"16175",2004,"Trioceros johnstoni","live",NA,"UG","T","W","I",608
"16176",2004,"Trioceros laterispinis","live",NA,"SV","T","C","I",1
"16177",2004,"Trioceros laterispinis","live",NA,"TZ","T","F","E",2
"16178",2004,"Trioceros laterispinis","live",NA,"TZ","T","F","I",12
"16179",2004,"Trioceros melleri","live",NA,"DE","P","C","E",1
"16180",2004,"Trioceros melleri","live",NA,"MZ","T","W","E",238
"16181",2004,"Trioceros melleri","live",NA,"MZ","T","W","I",39
"16182",2004,"Trioceros melleri","live",NA,"TZ","B","C","I",14
"16183",2004,"Trioceros melleri","live",NA,"TZ","B","W","I",4
"16184",2004,"Trioceros melleri","live",NA,"TZ","T","F","I",10
"16185",2004,"Trioceros melleri","live",NA,"TZ","T","W","E",1688
"16186",2004,"Trioceros melleri","live",NA,"TZ","T","W","I",3572
"16187",2004,"Trioceros montium","live",NA,"CM","T","W","E",465
"16188",2004,"Trioceros montium","live",NA,"CM","T","W","I",120
"16189",2004,"Trioceros montium","live",NA,"CZ","Z","F","E",2
"16190",2004,"Trioceros oweni","live",NA,"CM","T","W","E",17
"16191",2004,"Trioceros oweni","live",NA,"CM","T","W","I",5
"16192",2004,"Trioceros quadricornis","live",NA,"CM","T","W","E",20
"16193",2004,"Trioceros quadricornis","live",NA,"CM","T","W","I",20
"16194",2004,"Trioceros quadricornis","live",NA,"GN","T","W","I",100
"16195",2004,"Trioceros quadricornis","live",NA,"GQ","T","W","I",440
"16196",2004,"Trioceros rudis","live",NA,"TZ","B","C","I",14
"16197",2004,"Trioceros rudis","live",NA,"TZ","BLANK","I","I",59
"16198",2004,"Trioceros rudis","live",NA,"TZ","T","F","E",40
"16199",2004,"Trioceros rudis","live",NA,"TZ","T","F","I",192
"16200",2004,"Trioceros rudis","live",NA,"TZ","T","W","E",657
"16201",2004,"Trioceros rudis","live",NA,"TZ","T","W","I",1474
"16202",2004,"Trioceros tempeli","live",NA,"TZ","T","F","E",12
"16203",2004,"Trioceros tempeli","live",NA,"TZ","T","F","I",22
"16204",2004,"Trioceros werneri","live",NA,"TZ","T","F","E",32
"16205",2004,"Trioceros werneri","live",NA,"TZ","T","F","I",105
"16206",2004,"Trioceros werneri","live",NA,"TZ","T","W","E",198
"16207",2004,"Trioceros werneri","live",NA,"TZ","T","W","I",529
"16208",2004,"Trioceros werneri","live",NA,"US","BLANK","I","I",4
"16209",2004,"Trionyx triunguis","live",NA,"GH","T","W","E",2
"16210",2004,"Trionyx triunguis","live",NA,"GH","T","W","I",1
"16211",2004,"Trionyx triunguis","live",NA,"SD","Z","W","I",10
"16212",2004,"Trionyx triunguis","live",NA,"UG","T","W","E",10
"16213",2004,"Tupinambis teguixin","live",NA,"CO","T","C","E",3140
"16214",2004,"Tupinambis teguixin","live",NA,"CO","T","C","I",1966
"16215",2004,"Tupinambis teguixin","live",NA,"GY","P","W","I",7
"16216",2004,"Tupinambis teguixin","live",NA,"GY","T","I","I",75
"16217",2004,"Tupinambis teguixin","live",NA,"GY","T","W","E",1437
"16218",2004,"Tupinambis teguixin","live",NA,"GY","T","W","I",1471
"16219",2004,"Tupinambis teguixin","live",NA,"SR","T","W","E",9
"16220",2004,"Tupinambis teguixin","live",NA,"SR","T","W","I",7
"16221",2004,"Tupinambis teguixin","live",NA,"SV","T","C","I",132
"16222",2004,"Tupinambis teguixin","live",NA,"US","T","C","I",24
"16223",2004,"Uromastyx dispar","live",NA,"GN","T","W","I",150
"16224",2004,"Uromastyx dispar","live",NA,"ML","T","W","E",12605
"16225",2004,"Uromastyx dispar","live",NA,"ML","T","W","I",9900
"16226",2004,"Uromastyx dispar","live",NA,"SV","T","C","E",210
"16227",2004,"Uromastyx dispar","live",NA,"SV","T","C","I",35
"16228",2004,"Uromastyx dispar","live",NA,"US","BLANK","I","I",2
"16229",2004,"Uromastyx dispar","live",NA,"US","T","F","E",7
"16230",2004,"Uromastyx dispar","live",NA,"US","T","F","I",7
"16231",2004,"Uromastyx geyri","live",NA,"GH","BLANK","I","I",1
"16232",2004,"Uromastyx geyri","live",NA,"ML","T","W","I",105
"16233",2004,"Uromastyx geyri","live",NA,"NE","T","C","E",300
"16234",2004,"Uromastyx geyri","live",NA,"NE","T","W","E",8133
"16235",2004,"Uromastyx geyri","live",NA,"NE","T","W","I",4813
"16236",2004,"Uromastyx geyri","live",NA,"TG","T","W","E",150
"16237",2004,"Uromastyx ocellata","live",NA,"ET","T","C","I",100
"16238",2004,"Uromastyx ocellata","live",NA,"ET","T","W","E",351
"16239",2004,"Uromastyx ocellata","live",NA,"ET","T","W","I",481
"16240",2004,"Uromastyx ocellata","live",NA,"SD","T","W","E",3150
"16241",2004,"Uromastyx ocellata","live",NA,"SD","T","W","I",2155
"16242",2004,"Uromastyx ocellata","live",NA,"UA","T","C","I",196
"16243",2004,"Uroplatus ebenaui","live",NA,"MG","T","W","E",840
"16244",2004,"Uroplatus ebenaui","live",NA,"MG","T","W","I",201
"16245",2004,"Uroplatus fimbriatus","live",NA,"MG","T","W","E",976
"16246",2004,"Uroplatus fimbriatus","live",NA,"MG","T","W","I",241
"16247",2004,"Uroplatus guentheri","live",NA,"MG","T","W","E",40
"16248",2004,"Uroplatus guentheri","live",NA,"MG","T","W","I",24
"16249",2004,"Uroplatus henkeli","live",NA,"MG","T","W","E",52
"16250",2004,"Uroplatus henkeli","live",NA,"MG","T","W","I",173
"16251",2004,"Uroplatus henkeli","live",NA,"US","Z","C","E",1
"16252",2004,"Uroplatus lineatus","live",NA,"MG","T","W","E",752
"16253",2004,"Uroplatus lineatus","live",NA,"MG","T","W","I",84
"16254",2004,"Uroplatus phantasticus","live",NA,"MG","T","W","E",1100
"16255",2004,"Uroplatus phantasticus","live",NA,"MG","T","W","I",286
"16256",2004,"Uroplatus pietschmanni","live",NA,"MG","T","W","E",30
"16257",2004,"Uroplatus sikorae","live",NA,"MG","T","W","E",764
"16258",2004,"Uroplatus sikorae","live",NA,"MG","T","W","I",167
"16259",2004,"Varanus albigularis","live",NA,"MZ","T","W","E",636
"16260",2004,"Varanus albigularis","live",NA,"MZ","T","W","I",89
"16261",2004,"Varanus albigularis","live",NA,"TZ","T","W","E",691
"16262",2004,"Varanus albigularis","live",NA,"TZ","T","W","I",1249
"16263",2004,"Varanus albigularis","live",NA,"ZA","Q","C","I",3
"16264",2004,"Varanus beccarii","live",NA,"ID","T","F","E",255
"16265",2004,"Varanus beccarii","live",NA,"ID","T","F","I",72
"16266",2004,"Varanus beccarii","live",NA,"ID","T","W","E",200
"16267",2004,"Varanus beccarii","live",NA,"ID","T","W","I",134
"16268",2004,"Varanus doreanus","live",NA,"ID","T","F","E",68
"16269",2004,"Varanus doreanus","live",NA,"ID","T","F","I",9
"16270",2004,"Varanus doreanus","live",NA,"ID","T","W","E",576
"16271",2004,"Varanus doreanus","live",NA,"ID","T","W","I",192
"16272",2004,"Varanus dumerilii","live",NA,"ID","T","F","E",149
"16273",2004,"Varanus dumerilii","live",NA,"ID","T","F","I",5
"16274",2004,"Varanus dumerilii","live",NA,"ID","T","W","E",428
"16275",2004,"Varanus dumerilii","live",NA,"ID","T","W","I",331
"16276",2004,"Varanus exanthematicus","live",NA,"BJ","BLANK","I","I",100
"16277",2004,"Varanus exanthematicus","live",NA,"BJ","T","R","E",2010
"16278",2004,"Varanus exanthematicus","live",NA,"BJ","T","R","I",5179
"16279",2004,"Varanus exanthematicus","live",NA,"GH","BLANK","I","I",257
"16280",2004,"Varanus exanthematicus","live",NA,"GH","T","R","E",520
"16281",2004,"Varanus exanthematicus","live",NA,"GH","T","W","E",14363
"16282",2004,"Varanus exanthematicus","live",NA,"GH","T","W","I",13485
"16283",2004,"Varanus exanthematicus","live",NA,"NE","T","R","E",110
"16284",2004,"Varanus exanthematicus","live",NA,"NE","T","R","I",100
"16285",2004,"Varanus exanthematicus","live",NA,"NE","T","W","E",660
"16286",2004,"Varanus exanthematicus","live",NA,"NE","T","W","I",440
"16287",2004,"Varanus exanthematicus","live",NA,"TG","BLANK","I","I",25
"16288",2004,"Varanus exanthematicus","live",NA,"TG","T","R","E",4700
"16289",2004,"Varanus exanthematicus","live",NA,"TG","T","R","I",10290
"16290",2004,"Varanus exanthematicus","live",NA,"TG","T","W","E",540
"16291",2004,"Varanus exanthematicus","live",NA,"TG","T","W","I",1503
"16292",2004,"Varanus exanthematicus","live",NA,"US","T","C","I",20
"16293",2004,"Varanus indicus","live",NA,"CZ","Z","C","E",2
"16294",2004,"Varanus indicus","live",NA,"ID","T","C","E",465
"16295",2004,"Varanus indicus","live",NA,"ID","T","C","I",54
"16296",2004,"Varanus indicus","live",NA,"SB","T","C","I",20
"16297",2004,"Varanus indicus","live",NA,"SB","T","W","I",414
"16298",2004,"Varanus indicus","live",NA,"US","T","C","I",2
"16299",2004,"Varanus jobiensis","live",NA,"ID","T","F","E",152
"16300",2004,"Varanus jobiensis","live",NA,"ID","T","F","I",28
"16301",2004,"Varanus jobiensis","live",NA,"ID","T","W","E",298
"16302",2004,"Varanus jobiensis","live",NA,"ID","T","W","I",192
"16303",2004,"Varanus niloticus","live",NA,"BI","T","R","E",100
"16304",2004,"Varanus niloticus","live",NA,"BJ","T","R","E",3010
"16305",2004,"Varanus niloticus","live",NA,"BJ","T","R","I",2204
"16306",2004,"Varanus niloticus","live",NA,"BJ","T","W","I",120
"16307",2004,"Varanus niloticus","live",NA,"GH","BLANK","I","I",50
"16308",2004,"Varanus niloticus","live",NA,"GH","T","R","I",505
"16309",2004,"Varanus niloticus","live",NA,"GH","T","W","I",50
"16310",2004,"Varanus niloticus","live",NA,"ML","S","W","E",2
"16311",2004,"Varanus niloticus","live",NA,"NE","T","R","E",110
"16312",2004,"Varanus niloticus","live",NA,"NE","T","R","I",110
"16313",2004,"Varanus niloticus","live",NA,"NE","T","W","E",635
"16314",2004,"Varanus niloticus","live",NA,"NE","T","W","I",335
"16315",2004,"Varanus niloticus","live",NA,"TG","T","R","E",1625
"16316",2004,"Varanus niloticus","live",NA,"TG","T","R","I",3537
"16317",2004,"Varanus niloticus","live",NA,"TG","T","W","E",758
"16318",2004,"Varanus niloticus","live",NA,"TG","T","W","I",1961
"16319",2004,"Varanus niloticus","live",NA,"TZ","T","W","E",683
"16320",2004,"Varanus niloticus","live",NA,"TZ","T","W","I",1257
"16321",2004,"Varanus niloticus","live",NA,"US","P","C","E",1
"16322",2004,"Varanus ornatus","live",NA,"CM","T","W","E",6
"16323",2004,"Varanus panoptes","live",NA,"ID","T","F","E",355
